,losses
0,"tensor(0.2272, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1119, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1652, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1696, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1962, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2135, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0634, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1758, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1978, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2520, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2087, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0988, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1305, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1870, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1133, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2348, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1217, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2316, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2407, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1988, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3308, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1487, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2657, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2917, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1900, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2861, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1239, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2684, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1905, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3331, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2078, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3295, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2783, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2326, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1247, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2335, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3765, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2221, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3170, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2343, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2874, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3440, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3426, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3242, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2439, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2702, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3268, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4278, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2581, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3396, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2481, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2837, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2235, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2515, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3656, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2718, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2387, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2080, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3164, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3422, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3737, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3461, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3525, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3851, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2345, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2973, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2145, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4403, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4386, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2809, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0965, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4387, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1825, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2871, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2902, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3550, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2695, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3098, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4390, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4764, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2815, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3527, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1983, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5149, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2269, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3304, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3141, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4501, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2680, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2806, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4965, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3857, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3604, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4204, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4032, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4795, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7026, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3813, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3533, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3231, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7135, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5202, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6274, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5897, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6178, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5545, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5796, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2564, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5880, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3911, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6660, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2627, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5621, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.0148, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7401, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5131, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6522, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4058, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8183, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.3505, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3954, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1614, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9364, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3867, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7039, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1384, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7882, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6510, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8026, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0992, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4610, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7202, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9301, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6448, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.3654, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1278, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2694, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9689, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6548, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4148, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.3818, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5435, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2431, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.0101, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3413, device='cuda:1', grad_fn=<SmoothL1LossBackward0>)"
