,losses
0,"tensor(0.1724, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1521, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0909, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1332, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0936, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1034, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1366, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1796, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1544, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1452, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0676, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1165, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1541, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1504, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1477, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1041, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1677, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1357, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2213, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2412, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1240, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1695, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1392, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1164, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2173, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1779, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2849, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2545, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1275, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1321, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2054, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1329, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1546, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2054, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2164, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2557, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2289, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2104, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1262, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2580, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1198, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2218, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1145, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2815, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0732, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2693, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3505, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2530, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3272, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2903, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2535, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3692, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2654, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2111, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2605, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2524, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2275, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3444, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3754, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1278, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2037, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2879, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3126, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3921, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1647, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3117, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1557, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3836, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2648, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3443, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3350, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1525, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1976, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2682, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4071, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2347, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3664, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2721, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4106, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3979, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1995, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2511, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3680, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4105, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2466, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1793, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1972, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4343, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2510, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2965, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5766, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2655, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3633, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3663, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3440, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3352, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4755, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1237, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2532, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2481, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2053, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4714, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1908, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3403, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6846, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3149, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4320, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3016, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7694, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4798, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5340, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3765, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3312, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5760, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2855, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6310, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6077, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4874, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6693, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5948, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4711, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2548, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5787, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7125, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6707, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5536, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3156, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2971, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9033, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7959, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3672, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4188, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9460, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.0773, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4514, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1480, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7568, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4424, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4611, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8498, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7080, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2804, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8999, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7640, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
